TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
PS00149	SULFATASE_2	1.3851486289445e-16	-36.5155540407058	14	6	0.6	10	12186	3423,6448,2799,411,22901,2588	IDS,SGSH,GNS,ARSB,ARSG,GALNS
PS00523	SULFATASE_1	3.69164929338392e-16	-35.5352881667338	16	6	0.6	10	12186	411,22901,2588,3423,6448,2799	ARSB,ARSG,GALNS,IDS,SGSH,GNS
PS00608	GLYCOSYL_HYDROL_F2_2	0.00082061381913614	-7.10545793781509	1	1	0.1	10	12186	2990	GUSB
PS00719	GLYCOSYL_HYDROL_F2_1	0.00082061381913614	-7.10545793781509	1	1	0.1	10	12186	2990	GUSB
PS01027	GLYCOSYL_HYDROL_F39	0.00082061381913614	-7.10545793781509	1	1	0.1	10	12186	3425	IDUA
PS01182	GLYCOSYL_HYDROL_F35	0.00164062152218017	-6.41268013200053	2	1	0.1	10	12186	2720	GLB1
PS51257	PROKAR_LIPOPROTEIN	0.0606669057913628	-2.80235693896535	76	1	0.1	10	12186	2799	GNS
PS01186	EGF_2	0.161719156934361	-1.82189404734237	213	1	0.1	10	12186	3373	HYAL1
PS50961	HTH_LA	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51880	TGS	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS00417	SYNAPTOBREVIN	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS52031	GG_LECTIN	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS00406	ACTINS_1	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS50877	GOLOCO	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51363	W2	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS50600	ULP_PROTEASE	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS00249	PDGF_1	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS50898	RBD	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS00439	ACYLTRANSF_C_1	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51227	SPR	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS00460	GLUTATHIONE_PEROXID_1	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51228	ACB_2	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS50015	SAP_B	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS00689	GLYCO_HORMONE_BETA_2	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS00128	GLYCOSYL_HYDROL_F22_1	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS50809	DM_2	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS50162	RECA_2	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51829	P_HOMO_B	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51159	CBM21	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS01353	HEMATOPO_REC_L_F2	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS50263	CN_HYDROLASE	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51886	TLDC	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS00440	ACYLTRANSF_C_2	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51686	SAM_MT_RSMB_NOP	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51698	U_BOX	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51885	NEPRILYSIN	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51284	DOC	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS01130	SLC26A	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS00456	NA_SOLUT_SYMP_1	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51258	MHD1	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51157	ZF_UBR	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS00796	1433_1	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS50867	PRE_SET	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS00713	NA_DICARBOXYL_SYMP_1	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51704	GP_PDE	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS50168	DED	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51073	RPEL	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS00714	NA_DICARBOXYL_SYMP_2	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS50954	LEM	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS00797	1433_2	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS50143	BIR_REPEAT_2	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51044	ZF_SP_RING	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51721	G_CP	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS50236	CHCR	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51412	MACPF_2	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51042	CUT	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS01009	CRISP_1	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS50305	SIRTUIN	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51036	ZF_A20	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS01256	CULLIN_1	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51256	GS	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS40000	DM_1	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51546	PI3K_RBD	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51050	ZF_CW	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51802	ZF_CCHHC	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS00261	GLYCO_HORMONE_BETA_1	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51999	ZF_GRF	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51910	GH18_2	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS01212	P2X_RECEPTOR	0.999999999977914	-2.20856653923264e-11	7	0	0	10	12186
PS51065	NHR	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS50258	LNR	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS50066	MADS_BOX_2	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS00322	HISTONE_H3_1	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS51185	WHEP_TRS_2	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS51215	AWS	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS51414	HSR	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS51053	SERTA	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS00762	WHEP_TRS_1	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS00098	THIOLASE_1	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS00880	ACB_1	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS00266	SOMATOTROPIN_1	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS00457	NA_SOLUT_SYMP_2	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS00390	ATPASE_NA_K_BETA_1	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS51847	SMP	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS51329	C_CAP_COFACTOR_C	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS00600	AA_TRANSFER_CLASS_3	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS00099	THIOLASE_3	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS51670	SHKT	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS50075	CARRIER	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS01177	ANAPHYLATOXIN_1	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS00189	LIPOYL	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
PS51212	WSC	0.999999999980216	-1.97839930955035e-11	5	0	0	10	12186
