TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
3.40.720.10	Alkaline Phosphatase, subunit A	1.69979835370744e-16	-36.3108518593441	31	7	0.538461538461538	13	14470	22901,6448,2799,3423,2588,153642,411	ARSG,SGSH,GNS,IDS,GALNS,ARSK,ARSB
3.20.20.80	Glycosidases	7.45419351516029e-08	-16.4119039819819	48	4	0.307692307692308	13	14470	3425,2720,4669,2990	IDUA,GLB1,NAGLU,GUSB
3.30.1120.10	-	9.30859000730234e-08	-16.1897431134023	11	3	0.230769230769231	13	14470	22901,2588,411	ARSG,GALNS,ARSB
1.20.120.670	N-acetyl-b-d-glucoasminidase	0.000898410504480252	-7.01488346217713	1	1	0.0769230769230769	13	14470	4669	NAGLU
3.90.1580.10	paralog of FGE (formylglycine-generating enzyme)	0.00179607590387076	-6.3221510472609	2	1	0.0769230769230769	13	14470	285362	SUMF1
3.30.379.10	Chitobiase/beta-hexosaminidase domain 2-like	0.00269299676462441	-5.9171006665554	3	1	0.0769230769230769	13	14470	4669	NAGLU
2.60.120.260	Galactose-binding domain-like	0.00330616741212106	-5.71196564199031	97	2	0.153846153846154	13	14470	2990,2720	GUSB,GLB1
3.20.20.70	Aldolase class I	0.0396987992481292	-3.22643433738546	45	1	0.0769230769230769	13	14470	3373	HYAL1
2.60.40.10	Immunoglobulins	0.13459627419238	-2.00547554274615	721	2	0.153846153846154	13	14470	3425,2990	IDUA,GUSB
1.10.260.40	lambda repressor-like DNA-binding domains	0.999999999943409	-5.6591255675961e-11	27	0	0	13	14470
1.10.150.20	5' to 3' exonuclease, C-terminal subdomain	0.999999999943409	-5.6591255675961e-11	27	0	0	13	14470
1.10.220.150	Arf GTPase activating protein	0.999999999943409	-5.6591255675961e-11	27	0	0	13	14470
1.10.533.10	Death Domain, Fas	0.99999999995458	-4.54198746070734e-11	96	0	0	13	14470
3.30.497.10	Antithrombin, subunit I, domain 2	0.999999999955048	-4.49520739227015e-11	37	0	0	13	14470
2.120.10.30	TolB, C-terminal domain	0.999999999955048	-4.49520739227015e-11	37	0	0	13	14470
2.10.110.10	Cysteine Rich Protein	0.999999999955343	-4.46567656288393e-11	73	0	0	13	14470
2.120.10.80	Kelch-type beta propeller	0.999999999955343	-4.46567656288393e-11	73	0	0	13	14470
3.40.630.10	Zn peptidases	0.999999999957076	-4.29239197496102e-11	47	0	0	13	14470
3.40.140.10	Cytidine Deaminase, domain 2	0.999999999957928	-4.20724153382977e-11	29	0	0	13	14470
3.40.50.12780	N-terminal domain of ligase-like	0.999999999957928	-4.20724153382977e-11	29	0	0	13	14470
4.10.900.10	TCF3-CBD (Catenin binding domain)	0.999999999957928	-4.20724153382977e-11	29	0	0	13	14470
1.20.1280.50	-	0.999999999958724	-4.12755772612757e-11	53	0	0	13	14470
1.50.40.10	Mitochondrial carrier domain	0.999999999958724	-4.12755772612757e-11	53	0	0	13	14470
